Row ID,Order ID,Order Date,Market,Product ID,Sales
17353,ES-2012-TB21520120-41035,06-05-2012,Europe,TEC-PH-5844,$224.154
17354,ES-2015-DP1339045-42182,27-06-2015,Europe,TEC-MA-4204,$619.4205
17355,ES-2015-KW1643545-42032,28-01-2015,Europe,FUR-BO-3907,$217.89
17356,IT-2015-AB10015139-42042,07-02-2015,Europe,OFF-ST-4283,$174.96
17357,ES-2014-EP1391548-41667,28-01-2014,Europe,OFF-BI-6370,$88.47
17358,ES-2014-EP1391548-41667,28-01-2014,Europe,TEC-AC-5881,$36.12
17359,ES-2014-EP1391548-41667,28-01-2014,Europe,OFF-AR-5930,$90.96
17360,ES-2014-EP1391548-41667,28-01-2014,Europe,OFF-BI-3724,$98.46
17361,ES-2013-BG1103544-41468,13-07-2013,Europe,TEC-MA-5502,$1245
17362,ES-2015-CM12235139-42221,05-08-2015,Europe,OFF-SU-4987,$56.97
17363,ES-2015-CM12235139-42221,05-08-2015,Europe,OFF-LA-6064,$58.05
17364,ES-2015-CM12235139-42221,05-08-2015,Europe,TEC-PH-3800,$1237.44
17365,IT-2015-SF2096548-42280,03-10-2015,Europe,OFF-ST-4061,$15.714
17366,ES-2014-RS1976545-41962,19-11-2014,Europe,OFF-BI-3712,$197.82
17367,ES-2014-RS1976545-41962,19-11-2014,Europe,TEC-PH-5836,$468.792
17368,ES-2012-HG1502548-40992,24-03-2012,Europe,OFF-FA-5465,$99.45
17369,ES-2015-EM1381064-42291,14-10-2015,Europe,OFF-AP-3875,$1072.86
17370,ES-2015-EM1381064-42291,14-10-2015,Europe,TEC-MA-5516,$145.584
17371,ES-2012-LC1693045-41004,05-04-2012,Europe,OFF-BI-3718,$24
17372,ES-2013-JS1568545-41318,13-02-2013,Europe,OFF-AR-3469,$97.86
17373,ES-2012-EM1396064-40919,11-01-2012,Europe,OFF-BI-4826,$22.05
17374,ES-2013-PS1897045-41611,03-12-2013,Europe,OFF-ST-6273,$198.504
17375,ES-2014-CG12040120-41986,13-12-2014,Europe,OFF-ST-6228,$74.25
17376,ES-2014-FM14380120-41664,25-01-2014,Europe,OFF-BI-3293,$17.37
17377,ES-2014-FM14380120-41664,25-01-2014,Europe,OFF-BI-3738,$22.86
17378,ES-2015-RW1963048-42118,24-04-2015,Europe,OFF-LA-3271,$28.53
17379,ES-2015-RW1963048-42118,24-04-2015,Europe,OFF-ST-4057,$230.256
17380,ES-2012-SC208458-41070,10-06-2012,Europe,FUR-BO-4848,$2056.05
17381,ES-2014-EH1418548-41720,22-03-2014,Europe,TEC-AC-5102,$245.76
17382,IT-2015-TT21220120-42332,24-11-2015,Europe,TEC-PH-3801,$275.616
17383,IT-2015-TT21220120-42332,24-11-2015,Europe,OFF-ST-5692,$1401.84
17384,IT-2015-TT21220120-42332,24-11-2015,Europe,OFF-BI-2912,$18.36
17385,IT-2015-TT21220120-42332,24-11-2015,Europe,TEC-AC-5193,$176.4
17386,IT-2014-MG18205120-41776,17-05-2014,Europe,OFF-ST-6248,$120.744
17387,IT-2015-BP1105064-42364,26-12-2015,Europe,FUR-CH-4519,$23.676
17388,ES-2013-JK1537045-41496,10-08-2013,Europe,OFF-AR-3553,$244.35
17389,ES-2014-LD1700534-41653,14-01-2014,Europe,OFF-BI-3714,$28.8
17390,ES-2014-JE1616591-41716,18-03-2014,Europe,OFF-AR-3499,$208.44
17391,ES-2013-DV13045120-41405,11-05-2013,Europe,OFF-LA-3320,$110.16
17392,ES-2013-DV13045120-41405,11-05-2013,Europe,FUR-BO-3634,$341.46
17393,ES-2012-AB1016545-41180,28-09-2012,Europe,OFF-SU-6178,$89.58
17394,ES-2012-AB1016545-41180,28-09-2012,Europe,OFF-LA-6043,$36
17395,ES-2012-AB1016545-41180,28-09-2012,Europe,OFF-AR-3547,$115.92
17396,ES-2013-JK153708-41585,07-11-2013,Europe,OFF-BI-3247,$125.7
17397,ES-2013-JF15565139-41600,22-11-2013,Europe,OFF-BI-4829,$46.35
17398,ES-2013-JF15565139-41600,22-11-2013,Europe,OFF-EN-5036,$370.71
17399,ES-2015-CM1216045-42010,06-01-2015,Europe,OFF-LA-4540,$32.85
17400,ES-2015-CM1216045-42010,06-01-2015,Europe,OFF-AR-3552,$97.2
17401,ES-2015-CM1216045-42010,06-01-2015,Europe,OFF-LA-4662,$45
17402,ES-2014-VM21835139-41817,27-06-2014,Europe,TEC-MA-6137,$321.3
17403,ES-2015-PG1889545-42367,29-12-2015,Europe,FUR-FU-3930,$189.36
17404,ES-2015-PG1889545-42367,29-12-2015,Europe,TEC-MA-5542,$147.849
17405,ES-2015-PG1889545-42367,29-12-2015,Europe,TEC-MA-4199,$524.178
17406,ES-2014-DM1295548-41747,18-04-2014,Europe,OFF-AP-3861,$123.552
17407,ES-2014-DM1295548-41747,18-04-2014,Europe,FUR-CH-4563,$720.48
17408,ES-2014-DM1295548-41747,18-04-2014,Europe,TEC-MA-5506,$78.273
17409,ES-2012-WB2185045-41083,23-06-2012,Europe,OFF-EN-3668,$125.1
17410,ES-2014-GD1459064-41725,27-03-2014,Europe,FUR-TA-5063,$453.48
17411,ES-2014-TM21010120-42000,27-12-2014,Europe,OFF-AR-3468,$145.98
17412,ES-2014-TM21010120-42000,27-12-2014,Europe,OFF-SU-4121,$80.1
17413,ES-2013-CA12265139-41506,20-08-2013,Europe,TEC-AC-5862,$123.12
17414,ES-2013-CA12265139-41506,20-08-2013,Europe,FUR-CH-4531,$3315.27
17415,ES-2013-CA12265139-41506,20-08-2013,Europe,TEC-AC-5116,$632.34
17416,ES-2014-IM15070120-41657,18-01-2014,Europe,OFF-BI-4815,$50.88
17417,ES-2014-IM15070120-41657,18-01-2014,Europe,FUR-BO-3628,$740.7
17418,ES-2015-KN16450120-42243,27-08-2015,Europe,OFF-ST-6046,$357.156
17419,ES-2013-AH1058564-41310,05-02-2013,Europe,OFF-SU-4319,$246.3
17420,IT-2014-PB1915045-41696,26-02-2014,Europe,FUR-CH-5409,$456.192
17421,ES-2015-SG20080120-42301,24-10-2015,Europe,OFF-AR-5925,$56.85
17422,ES-2015-SG20080120-42301,24-10-2015,Europe,OFF-AR-3539,$55.26
17423,ES-2015-SG20080120-42301,24-10-2015,Europe,OFF-LA-4538,$35.4
17424,ES-2015-SG20080120-42301,24-10-2015,Europe,OFF-AR-3502,$148.5
17425,ES-2015-SG20080120-42301,24-10-2015,Europe,TEC-CO-3595,$639.96
17426,ES-2012-PO18850120-40934,26-01-2012,Europe,OFF-LA-6050,$31.5
17427,ES-2015-BF1127548-42363,25-12-2015,Europe,OFF-FA-6190,$108.96
17428,ES-2015-BF1127548-42363,25-12-2015,Europe,OFF-BI-2901,$408.72
17429,ES-2015-BF1127548-42363,25-12-2015,Europe,OFF-AR-3450,$113.76
17430,ES-2013-PF1916545-41545,28-09-2013,Europe,FUR-BO-5763,$1971.675
17431,ES-2013-RW19690139-41556,09-10-2013,Europe,OFF-AR-3534,$22.05
17432,ES-2013-RW19690139-41556,09-10-2013,Europe,OFF-AR-6110,$29.4
17433,ES-2014-HD1478548-41986,13-12-2014,Europe,OFF-SU-6160,$75.18
17434,ES-2015-NP1870045-42341,03-12-2015,Europe,OFF-AR-3531,$94.35
17435,ES-2013-DM1301564-41492,06-08-2013,Europe,OFF-AR-3546,$71.1
17436,ES-2013-DM1301564-41492,06-08-2013,Europe,OFF-ST-6281,$195.156
17437,ES-2014-Dl13600139-41894,12-09-2014,Europe,OFF-ST-4105,$95.94
17438,ES-2014-Dl13600139-41894,12-09-2014,Europe,TEC-PH-3791,$269.19
17439,ES-2014-Dl13600139-41894,12-09-2014,Europe,OFF-ST-5689,$46.08
17440,IT-2014-EM13960104-41907,25-09-2014,Europe,OFF-AP-4512,$139.125
17441,IT-2014-EM13960104-41907,25-09-2014,Europe,OFF-AR-3477,$52.62
17442,IT-2014-EM13960104-41907,25-09-2014,Europe,OFF-BI-2913,$28.56
17443,IT-2014-EM13960104-41907,25-09-2014,Europe,TEC-CO-4590,$190.815
17444,IT-2014-EM13960104-41907,25-09-2014,Europe,OFF-BI-2881,$73.95
17445,IT-2014-EM13960104-41907,25-09-2014,Europe,OFF-ST-4251,$50.4
17446,ES-2015-RP19270139-42104,10-04-2015,Europe,FUR-BO-5962,$1167.48
17447,ES-2015-RP19270139-42104,10-04-2015,Europe,OFF-ST-4282,$57.84
17448,ES-2015-RP19270139-42104,10-04-2015,Europe,OFF-SU-4126,$79.2
17449,IT-2012-TS2165591-41145,24-08-2012,Europe,OFF-EN-4925,$10.005
17450,IT-2014-CS12355139-41977,04-12-2014,Europe,OFF-AR-3500,$232.95
17451,IT-2014-CS12355139-41977,04-12-2014,Europe,OFF-BI-2897,$45.45
17452,IT-2014-CK1220564-41901,19-09-2014,Europe,OFF-ST-5687,$73.35
17453,ES-2013-MK1790545-41492,06-08-2013,Europe,OFF-AR-3546,$28.44
17454,ES-2013-MK1790545-41492,06-08-2013,Europe,TEC-PH-3798,$205.4025
17455,ES-2015-MS1777048-42084,21-03-2015,Europe,FUR-FU-3949,$35.22
17456,ES-2015-RF19840120-42179,24-06-2015,Europe,OFF-FA-6202,$24.75
17457,ES-2015-BP11185139-42175,20-06-2015,Europe,TEC-PH-5812,$339.36
17458,ES-2013-RA198858-41298,24-01-2013,Europe,OFF-BI-4818,$362.46
17459,ES-2013-RA198858-41298,24-01-2013,Europe,TEC-CO-4580,$296.64
17460,ES-2013-RA198858-41298,24-01-2013,Europe,OFF-EN-3661,$231.15
17461,ES-2013-RA198858-41298,24-01-2013,Europe,FUR-CH-5440,$68.07
17462,IT-2014-JD1615091-41885,03-09-2014,Europe,OFF-AR-3451,$18.93
17463,ES-2014-CD11980139-41907,25-09-2014,Europe,OFF-BI-3251,$61.8
17464,ES-2014-GW1460548-41710,12-03-2014,Europe,OFF-FA-6208,$13.26
17465,ES-2015-EJ1415545-42321,13-11-2015,Europe,FUR-BO-3894,$336.393
17466,ES-2015-EJ1415545-42321,13-11-2015,Europe,OFF-BI-3739,$52.56
17467,IT-2015-AR10825139-42257,10-09-2015,Europe,OFF-AR-3482,$16.86
17468,IT-2013-MV1748591-41436,11-06-2013,Europe,OFF-BI-6381,$46.83
17469,IT-2013-MV1748591-41436,11-06-2013,Europe,FUR-CH-5452,$183.42
17470,ES-2012-MC17590120-41025,26-04-2012,Europe,OFF-AP-4971,$333.84
17471,ES-2012-MC17590120-41025,26-04-2012,Europe,FUR-BO-4846,$718.95
17472,ES-2015-SC2068048-42300,23-10-2015,Europe,OFF-BI-2896,$33.3
17473,IT-2014-DB1306048-41906,24-09-2014,Europe,OFF-EN-4910,$226.2
17474,IT-2012-TS2120591-41163,11-09-2012,Europe,OFF-BI-2893,$13.32
17475,ES-2012-LA1678045-41263,20-12-2012,Europe,FUR-CH-5411,$450.765
17476,ES-2012-LA1678045-41263,20-12-2012,Europe,OFF-ST-6046,$2321.514
17477,ES-2013-GG1465045-41615,07-12-2013,Europe,OFF-AR-3477,$157.86
17478,ES-2013-GG1465045-41615,07-12-2013,Europe,TEC-CO-4792,$1224.714
17479,ES-2013-GG1465045-41615,07-12-2013,Europe,OFF-AR-3447,$375.9
17480,ES-2013-YC21895139-41612,04-12-2013,Europe,TEC-AC-4156,$243.81
17481,ES-2013-YC21895139-41612,04-12-2013,Europe,OFF-AR-3532,$57.42
17482,IT-2014-JG1580548-41816,26-06-2014,Europe,FUR-FU-6260,$105.3
17483,IT-2014-JG1580548-41816,26-06-2014,Europe,OFF-SU-4328,$208.5
17484,ES-2015-CL1270048-42268,21-09-2015,Europe,TEC-CO-4785,$743.58
17485,ES-2015-CL1270048-42268,21-09-2015,Europe,OFF-PA-4182,$67.2
17486,ES-2013-DG1330064-41541,24-09-2013,Europe,OFF-AR-3447,$268.5
17487,ES-2013-DG1330064-41541,24-09-2013,Europe,TEC-MA-6139,$294.3
17488,ES-2013-DG1330064-41541,24-09-2013,Europe,FUR-FU-5724,$219.3
17489,ES-2015-MM1726048-42034,30-01-2015,Europe,TEC-CO-6006,$323.028
17490,ES-2015-KD1649545-42255,08-09-2015,Europe,TEC-AC-3405,$776.88
17491,ES-2015-KD1649545-42255,08-09-2015,Europe,OFF-ST-6284,$335.664
17492,ES-2014-BS1180048-41989,16-12-2014,Europe,TEC-MA-6147,$1281.45
17493,ES-2014-BS1180048-41989,16-12-2014,Europe,OFF-AR-3532,$38.28
17494,ES-2014-BS1180048-41989,16-12-2014,Europe,OFF-PA-3997,$40.95
17495,ES-2013-SC2038048-41598,20-11-2013,Europe,TEC-CO-4778,$256.68
17496,ES-2015-BV1124548-42164,09-06-2015,Europe,TEC-MA-5549,$624.18
17497,ES-2015-BV1124548-42164,09-06-2015,Europe,TEC-AC-4156,$162.54
17498,ES-2015-BV1124548-42164,09-06-2015,Europe,OFF-ST-4056,$805.707
17499,ES-2015-SG2060548-42024,20-01-2015,Europe,TEC-CO-3696,$145.35
17500,ES-2015-JH1618045-42025,21-01-2015,Europe,OFF-LA-6050,$21
17501,ES-2015-JH1618045-42025,21-01-2015,Europe,TEC-MA-5013,$586.092
17502,IT-2013-YC2189564-41415,21-05-2013,Europe,OFF-ST-4284,$69.444
17503,IT-2015-AS1024045-42005,01-01-2015,Europe,TEC-PH-5349,$332.163
17504,ES-2015-AC1066045-42218,02-08-2015,Europe,OFF-ST-6252,$60.183
17505,ES-2015-AC1066045-42218,02-08-2015,Europe,TEC-PH-3800,$788.868
17506,ES-2015-AC1066045-42218,02-08-2015,Europe,OFF-BI-6380,$39.06
17507,ES-2014-BS1138048-42000,27-12-2014,Europe,OFF-ST-6264,$365.796
17508,ES-2015-KB1658545-42045,10-02-2015,Europe,OFF-EN-3668,$83.4
17509,ES-2014-BD1172545-41851,31-07-2014,Europe,TEC-CO-4573,$487.2285
17510,ES-2013-CD1228044-41500,14-08-2013,Europe,OFF-AR-5923,$182.7
17511,ES-2013-CD1228044-41500,14-08-2013,Europe,OFF-EN-3676,$49.08
17512,ES-2013-CD1228044-41500,14-08-2013,Europe,OFF-FA-2944,$28.08
17513,ES-2013-CD1228044-41500,14-08-2013,Europe,OFF-AR-3491,$190.89
17514,IT-2015-GT1475548-42266,19-09-2015,Europe,OFF-BI-4807,$23.598
17515,IT-2015-GT1475548-42266,19-09-2015,Europe,OFF-BI-2915,$6.318
17516,IT-2015-JJ1576062-42367,29-12-2015,Europe,TEC-CO-6004,$373.23
17517,IT-2015-JJ1576062-42367,29-12-2015,Europe,OFF-AR-6105,$74.205
17518,IT-2015-JJ1576062-42367,29-12-2015,Europe,OFF-BI-3188,$55.74
17519,IT-2014-RP1939064-41872,21-08-2014,Europe,OFF-EN-3102,$107.55
17520,ES-2013-DM1352548-41369,05-04-2013,Europe,OFF-AR-5932,$116.85
17521,ES-2013-DM1352548-41369,05-04-2013,Europe,OFF-AR-5923,$26.1
17522,ES-2013-DM1352548-41369,05-04-2013,Europe,TEC-PH-3149,$2875.77
17523,ES-2014-BT1139548-41972,29-11-2014,Europe,FUR-FU-6239,$342.09
17524,ES-2015-PB1915045-42218,02-08-2015,Europe,OFF-BI-4828,$17.82
17525,ES-2015-PB1915045-42218,02-08-2015,Europe,OFF-AR-5931,$137.25
17526,ES-2015-PB1915045-42218,02-08-2015,Europe,OFF-PA-4482,$108.54
17527,IT-2014-CP1208548-41803,13-06-2014,Europe,OFF-SU-4983,$41.04
17528,IT-2014-CP1208548-41803,13-06-2014,Europe,OFF-AP-3863,$165.375
17529,IT-2014-CP1208548-41803,13-06-2014,Europe,OFF-FA-6203,$31.23
17530,IT-2014-CP1208548-41803,13-06-2014,Europe,OFF-BI-6385,$49.32
17531,ES-2013-DP1316545-41513,27-08-2013,Europe,FUR-FU-4042,$47.19
17532,ES-2013-DP1316545-41513,27-08-2013,Europe,TEC-MA-5573,$450.33
17533,ES-2013-DP1316545-41513,27-08-2013,Europe,OFF-SU-4131,$48.63
17534,IT-2013-CC1261048-41289,15-01-2013,Europe,OFF-AP-4497,$2283.714
17535,IT-2013-CC1261048-41289,15-01-2013,Europe,FUR-CH-4702,$435.294
17536,ES-2012-MC1757548-41135,14-08-2012,Europe,OFF-SU-4124,$41.4
17537,ES-2012-MC1757548-41135,14-08-2012,Europe,TEC-CO-3592,$191.13
17538,IT-2015-CV1280545-42335,27-11-2015,Europe,TEC-PH-3802,$258.264
17539,ES-2015-FH14365120-42165,10-06-2015,Europe,TEC-PH-3148,$2295
17540,ES-2015-FH14365120-42165,10-06-2015,Europe,FUR-BO-4850,$826.2
17541,ES-2015-FH14365120-42165,10-06-2015,Europe,OFF-AP-3859,$390.78
17542,ES-2015-FH14365120-42165,10-06-2015,Europe,OFF-ST-6068,$213.975
17543,ES-2013-MA1799548-41394,30-04-2013,Europe,OFF-BI-4815,$101.76
17544,ES-2015-BN11470139-42334,26-11-2015,Europe,OFF-AR-6118,$52.08
17545,IT-2015-MB1730545-42273,26-09-2015,Europe,FUR-BO-3887,$257.04
17546,ES-2015-BW1106545-42126,02-05-2015,Europe,OFF-ST-5697,$53.568
17547,ES-2014-AC1042048-41858,07-08-2014,Europe,TEC-AC-5220,$90.42
17548,ES-2015-NF1847548-42248,01-09-2015,Europe,OFF-AP-3581,$1007.424
17549,ES-2015-NF1847548-42248,01-09-2015,Europe,OFF-FA-6185,$16.68
17550,ES-2015-NF1847548-42248,01-09-2015,Europe,OFF-EN-4439,$93.24
17551,ES-2015-NF1847548-42248,01-09-2015,Europe,TEC-CO-4574,$1350.09
17552,ES-2015-NF1847548-42248,01-09-2015,Europe,TEC-CO-3595,$1599.9
17553,ES-2013-TN21040139-41313,08-02-2013,Europe,OFF-EN-3657,$41.55
17554,IT-2014-CC1222048-41766,07-05-2014,Europe,OFF-AR-3469,$88.074
17555,IT-2014-CC1222048-41766,07-05-2014,Europe,OFF-AP-3861,$30.888
17556,IT-2014-CC1222048-41766,07-05-2014,Europe,OFF-FA-6194,$53.19
17557,ES-2014-MC17590139-41831,11-07-2014,Europe,TEC-CO-3678,$263.58
17558,IT-2015-MG1769545-42139,15-05-2015,Europe,OFF-LA-4660,$17.28
17559,IT-2015-MG1769545-42139,15-05-2015,Europe,FUR-BO-4859,$204.408
17560,IT-2015-MG1769545-42139,15-05-2015,Europe,OFF-FA-3056,$28.86
17561,IT-2015-MG1769545-42139,15-05-2015,Europe,FUR-BO-4862,$729.48
17562,ES-2012-RD1972045-41203,21-10-2012,Europe,FUR-FU-3955,$101.4
17563,ES-2015-EM1396048-42353,15-12-2015,Europe,OFF-AR-3449,$54.96
17564,ES-2015-EM1396048-42353,15-12-2015,Europe,OFF-FA-6202,$12.375
17565,ES-2013-PM1894045-41623,15-12-2013,Europe,OFF-AR-3528,$113.64
17566,IT-2013-BD1163545-41340,07-03-2013,Europe,OFF-ST-6248,$603.72
17567,ES-2013-HM14860120-41529,12-09-2013,Europe,OFF-AR-6121,$30.15
17568,ES-2013-HM14860120-41529,12-09-2013,Europe,TEC-PH-3144,$496.584
17569,ES-2012-SO20335139-41157,05-09-2012,Europe,OFF-AP-3581,$1119.36
17570,ES-2015-MK1816045-42180,25-06-2015,Europe,TEC-PH-5826,$124.593
17571,ES-2015-MK1816045-42180,25-06-2015,Europe,TEC-CO-5994,$286.008
17572,ES-2015-MK1816045-42180,25-06-2015,Europe,OFF-SU-4985,$71.73
17573,IT-2012-LB1679548-41209,27-10-2012,Europe,FUR-FU-3025,$217.89
17574,IT-2012-LB1679548-41209,27-10-2012,Europe,OFF-AR-3484,$35.586
17575,IT-2012-LB1679548-41209,27-10-2012,Europe,OFF-BI-3293,$31.266
17576,ES-2014-BP1115545-41717,19-03-2014,Europe,OFF-BI-4815,$356.16
17577,ES-2014-BP1115545-41717,19-03-2014,Europe,OFF-LA-4662,$22.5
17578,ES-2014-BP1115545-41717,19-03-2014,Europe,FUR-BO-4859,$306.612
17579,ES-2014-AH10585139-41920,08-10-2014,Europe,TEC-PH-3797,$163.5
17580,IT-2015-GT14635139-42304,27-10-2015,Europe,OFF-SU-6163,$141.48
17581,IT-2015-GT14635139-42304,27-10-2015,Europe,TEC-PH-5259,$223.83
17582,IT-2015-GT14635139-42304,27-10-2015,Europe,FUR-BO-5949,$877.02
17583,ES-2012-TB2152048-41195,13-10-2012,Europe,OFF-BI-2894,$41.04
17584,ES-2014-JF1535545-41804,14-06-2014,Europe,FUR-CH-5446,$1032.48
17585,ES-2014-JF1535545-41804,14-06-2014,Europe,FUR-FU-5738,$151.11
17586,ES-2014-JF1535545-41804,14-06-2014,Europe,OFF-AR-3499,$185.28
17587,ES-2015-CM127158-42227,11-08-2015,Europe,OFF-AR-3468,$97.32
17588,ES-2015-CM127158-42227,11-08-2015,Europe,OFF-AR-3502,$49.5
17589,IT-2015-AR1082545-42290,13-10-2015,Europe,TEC-MA-5014,$1138.83
17590,IT-2015-AR1082545-42290,13-10-2015,Europe,OFF-ST-4105,$129.519
17591,ES-2013-BO1135045-41579,01-11-2013,Europe,OFF-FA-6200,$48.78
17592,ES-2012-AS10045125-40988,20-03-2012,Europe,OFF-AR-3497,$26.4
17593,ES-2014-SC2038045-41795,05-06-2014,Europe,OFF-BI-6398,$18.09
17594,ES-2013-BD1150064-41545,28-09-2013,Europe,OFF-BI-2899,$151.65
17595,ES-2015-DM1301545-42326,18-11-2015,Europe,OFF-EN-4437,$9.9
17596,ES-2014-DK130908-41971,28-11-2014,Europe,TEC-CO-4787,$497.16
17597,ES-2014-AH1058548-41775,16-05-2014,Europe,OFF-BI-3715,$87.48
17598,ES-2014-ML1741045-41958,15-11-2014,Europe,FUR-CH-5407,$95.76
17599,ES-2014-CA1277545-41867,16-08-2014,Europe,OFF-BI-6369,$27.45
17600,ES-2014-CA1277545-41867,16-08-2014,Europe,FUR-TA-3336,$1184.391
17601,IT-2012-LW1699045-41178,26-09-2012,Europe,OFF-AP-4497,$507.492
17602,IT-2012-PB1880548-41250,07-12-2012,Europe,OFF-ST-5691,$253.206
17603,IT-2012-PB1880548-41250,07-12-2012,Europe,FUR-BO-3890,$743.904
17604,IT-2012-PB1880548-41250,07-12-2012,Europe,FUR-BO-3615,$257.094
17605,IT-2012-PB1880548-41250,07-12-2012,Europe,TEC-PH-3144,$275.88
17606,IT-2014-SW2035091-41989,16-12-2014,Europe,OFF-PA-4484,$74.655
17607,ES-2013-CD1279045-41447,22-06-2013,Europe,TEC-MA-6148,$645.966
17608,ES-2013-CD1279045-41447,22-06-2013,Europe,TEC-CO-4779,$431.46
17609,ES-2013-CD1279045-41447,22-06-2013,Europe,FUR-BO-4857,$466.722
17610,ES-2012-KB1631545-41156,04-09-2012,Europe,FUR-FU-3037,$40.26
17611,ES-2012-KB1631545-41156,04-09-2012,Europe,FUR-BO-5778,$1076.004
17612,ES-2012-KB1631545-41156,04-09-2012,Europe,OFF-EN-4433,$104.04
17613,ES-2015-MZ17515124-42326,18-11-2015,Europe,TEC-CO-4568,$662.775
17614,ES-2015-MZ17515124-42326,18-11-2015,Europe,FUR-CH-4520,$184.86
17615,ES-2015-MZ17515124-42326,18-11-2015,Europe,TEC-MA-5513,$671.25
17616,ES-2014-AY1055545-41936,24-10-2014,Europe,OFF-BI-6383,$353.22
17617,ES-2014-BC1112548-41789,30-05-2014,Europe,TEC-PH-3791,$628.11
17618,ES-2014-BC1112548-41789,30-05-2014,Europe,OFF-AR-3447,$268.5
17619,ES-2014-BC1112548-41789,30-05-2014,Europe,TEC-AC-5216,$84.51
17620,ES-2014-BC1112548-41789,30-05-2014,Europe,OFF-AR-3552,$194.4
17621,ES-2012-ML1826548-41136,15-08-2012,Europe,OFF-AR-3492,$111.72
17622,ES-2012-ML1826548-41136,15-08-2012,Europe,OFF-ST-4029,$28.998
17623,ES-2012-ML1826548-41136,15-08-2012,Europe,OFF-ST-5693,$509.868
17624,ES-2012-ML1826548-41136,15-08-2012,Europe,OFF-FA-3060,$32.04
17625,ES-2014-ES1408045-41941,29-10-2014,Europe,TEC-AC-5128,$61.56
17626,ES-2014-ES1408045-41941,29-10-2014,Europe,TEC-PH-5349,$110.721
17627,ES-2013-JP1552048-41619,11-12-2013,Europe,FUR-BO-4847,$769.176
17628,ES-2013-JP1552048-41619,11-12-2013,Europe,OFF-LA-6053,$14.58
17629,ES-2014-DD13570120-41864,13-08-2014,Europe,FUR-FU-5725,$326.64
17630,IT-2015-DL1349591-42347,09-12-2015,Europe,OFF-BI-3256,$75.51
17631,IT-2015-DL1349591-42347,09-12-2015,Europe,OFF-ST-6067,$72.765
17632,IT-2015-DL1349591-42347,09-12-2015,Europe,TEC-MA-6134,$76.74
17633,IT-2015-DL1349591-42347,09-12-2015,Europe,FUR-CH-4521,$127.74
17634,ES-2015-BS11665120-42340,02-12-2015,Europe,OFF-AR-6122,$20.64
17635,IT-2014-DB1312091-41894,12-09-2014,Europe,OFF-SU-4976,$136.2
17636,IT-2014-DB1312091-41894,12-09-2014,Europe,OFF-LA-6037,$17.76
17637,ES-2014-AG102708-41873,22-08-2014,Europe,OFF-BI-3723,$42.57
17638,ES-2014-AG102708-41873,22-08-2014,Europe,OFF-BI-6372,$85.05
17639,ES-2014-MG1787548-41878,27-08-2014,Europe,OFF-PA-6611,$27.06
17640,ES-2014-MG1787548-41878,27-08-2014,Europe,FUR-TA-3340,$1545.0825
17641,ES-2013-DJ1342045-41548,01-10-2013,Europe,FUR-BO-4851,$1852.875
17642,IT-2014-BS1159062-41998,25-12-2014,Europe,OFF-LA-4662,$39.375
17643,IT-2014-BS1159062-41998,25-12-2014,Europe,OFF-ST-6066,$48.96
17644,ES-2014-JM1586545-41803,13-06-2014,Europe,OFF-LA-6063,$11.43
17645,ES-2014-JM1586545-41803,13-06-2014,Europe,OFF-PA-4466,$67.8
17646,ES-2014-JM1586545-41803,13-06-2014,Europe,TEC-CO-3696,$370.6425
17647,ES-2014-JM1586545-41803,13-06-2014,Europe,OFF-PA-6601,$278.28
17648,ES-2013-SM2090545-41598,20-11-2013,Europe,OFF-LA-4695,$33.57
17649,ES-2013-SM2090545-41598,20-11-2013,Europe,OFF-SU-2995,$139.86
17650,ES-2013-SF2096548-41335,02-03-2013,Europe,TEC-PH-3803,$303.66
17651,ES-2014-TC20980139-41689,19-02-2014,Europe,OFF-EN-4919,$142.05
17652,ES-2014-TC20980139-41689,19-02-2014,Europe,OFF-SU-4985,$71.73
17653,ES-2015-PM1913514-42158,03-06-2015,Europe,OFF-FA-6200,$49.95
17654,ES-2013-SC20440139-41599,21-11-2013,Europe,OFF-BI-4828,$17.82
17655,ES-2013-SC20440139-41599,21-11-2013,Europe,OFF-BI-2894,$82.08
17656,ES-2015-BW1111045-42315,07-11-2015,Europe,TEC-MA-6151,$752.76
17657,ES-2014-KH1663045-41976,03-12-2014,Europe,TEC-PH-5341,$248.88
17658,ES-2015-HE14800139-42357,19-12-2015,Europe,OFF-BI-3254,$79.56
17659,ES-2015-HE14800139-42357,19-12-2015,Europe,TEC-CO-3595,$1599.9
17660,ES-2014-RM1975064-41893,11-09-2014,Europe,OFF-BI-4818,$51.78
17661,ES-2015-ON18715139-42120,26-04-2015,Europe,OFF-FA-3072,$78.12
17662,ES-2015-ON18715139-42120,26-04-2015,Europe,TEC-CO-6007,$472.8
17663,ES-2015-ON18715139-42120,26-04-2015,Europe,OFF-PA-5879,$47.46
17664,IT-2013-LH17155124-41510,24-08-2013,Europe,OFF-AP-3583,$153.42
17665,ES-2014-BE1133564-41804,14-06-2014,Europe,OFF-AR-3462,$242.16
17666,ES-2015-GP1474045-42005,01-01-2015,Europe,OFF-AR-6107,$152.19
17667,ES-2015-GP1474045-42005,01-01-2015,Europe,OFF-BI-4826,$51.45
17668,ES-2015-JR1567064-42105,11-04-2015,Europe,TEC-MA-5003,$206.784
17669,ES-2015-TG2131045-42091,28-03-2015,Europe,OFF-BI-2898,$62.04
